"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"IEICE TRANSACTIONS ON ELECTRONICS","1745-1353","1745-1353","IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG","KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, JAPAN, 105-0011","English","Electronics & Electrical Engineering"
"IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES","0916-8508","1745-1337","IEICE-INST ELECTRONICS INFORMATION COMMUNICATIONS ENG","KIKAI-SHINKO-KAIKAN BLDG, 3-5-8, SHIBA-KOEN, MINATO-KU, TOKYO, JAPAN, 105-0011","English","Electronics & Electrical Engineering"
"IET CIRCUITS DEVICES & SYSTEMS","1751-858X","1751-8598","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Signal Processing/Circuits & Systems"
"IET OPTOELECTRONICS","1751-8768","1751-8776","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Optics & Laser Research & Technology"
"IET POWER ELECTRONICS","1755-4535","1755-4543","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Electronics & Electrical Engineering"
"INFRARED PHYSICS & TECHNOLOGY","1350-4495","1879-0275","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Optics & Laser Research & Technology"
"INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION","1687-5869","1687-5877","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Signal Processing/Circuits & Systems"
"INTERNATIONAL JOURNAL OF ELECTRONICS","0020-7217","1362-3060","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","Multi-Language","Electronics & Electrical Engineering"
"INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY","0899-9457","1098-1098","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Optics & Laser Research & Technology"
"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING-ELECTRONIC NETWORKS DEVICES AND FIELDS","0894-3370","1099-1204","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Electronics & Electrical Engineering"
"INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING","1542-0973","1542-0981","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Telecommunications Technology"
"INTERNET RESEARCH","1066-2243","1066-2243","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Telecommunications Technology"
"JAPANESE JOURNAL OF APPLIED PHYSICS","0021-4922","1347-4065","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Chemistry & Physics, Pure & Applied"
"JOURNAL OF APPLIED PHYSICS","0021-8979","1089-7550","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Chemistry & Physics, Pure & Applied"
"JOURNAL OF COMPUTATIONAL ELECTRONICS","1569-8025","1572-8137","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Electronics & Electrical Engineering"
"JOURNAL OF CRYSTAL GROWTH","0022-0248","1873-5002","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Chemistry & Physics, Pure & Applied"
"JOURNAL OF ELECTRONIC IMAGING","1017-9909","1560-229X","IS&T & SPIE","1000 20TH ST, BELLINGHAM, USA, WA, 98225","English","Optics & Laser Research & Technology"
"JOURNAL OF ELECTRONIC MATERIALS","0361-5235","1543-186X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF ELECTRONIC PACKAGING","1043-7398","1528-9044","ASME","TWO PARK AVE, NEW YORK, USA, NY, 10016-5990","English","Signal Processing/Circuits & Systems"
"JOURNAL OF ELECTRONIC TESTING-THEORY AND APPLICATIONS","0923-8174","1573-0727","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Electronics & Electrical Engineering"
"JOURNAL OF ELECTROSTATICS","0304-3886","1873-5738","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Electronics & Electrical Engineering"
"JOURNAL OF IMAGING SCIENCE AND TECHNOLOGY","1062-3701","1943-3522","I S & T-SOC IMAGING SCIENCE TECHNOLOGY","7003 KILWORTH LA, SPRINGFIELD, USA, VA, 22151","English","Optics & Laser Research & Technology"
"JOURNAL OF LASER APPLICATIONS","1042-346X","1938-1387","AMER INST PHYSICS","1305 WALT WHITMAN RD, STE 300, MELVILLE, USA, NY, 11747-4501","English","Optics & Laser Research & Technology"
"JOURNAL OF LIGHTWAVE TECHNOLOGY","0733-8724","1558-2213","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","445 HOES LANE, PISCATAWAY, USA, NJ, 08855-4141","English","Optics & Laser Research & Technology"
"JOURNAL OF MANUFACTURING SYSTEMS","0278-6125","1878-6642","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Technology R&D Management"
"JOURNAL OF MATERIALS RESEARCH","0884-2914","2044-5326","SPRINGER HEIDELBERG","TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE","0022-2461","1573-4803","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS","0957-4522","1573-482X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MATERIALS SCIENCE & TECHNOLOGY","1005-0302","1941-1162","JOURNAL MATER SCI TECHNOL","72 WENHUA RD, SHENYANG, PEOPLES R CHINA, 110015","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF MICRO-NANOLITHOGRAPHY MEMS AND MOEMS","1932-5150","1932-5134","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225","English","Electronics & Electrical Engineering"
"JOURNAL OF NONLINEAR OPTICAL PHYSICS & MATERIALS","0218-8635","1793-6624","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Optics & Laser Research & Technology"
"JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING","1943-0620","1943-0639","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Telecommunications Technology"
"JOURNAL OF OPTICAL TECHNOLOGY","1070-9762","1091-0786","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Optics & Laser Research & Technology"
"JOURNAL OF OPTICS","2040-8978","2040-8986","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Optics & Laser Research & Technology"
"JOURNAL OF PHYSICS-CONDENSED MATTER","0953-8984","1361-648X","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF PHYSICS D-APPLIED PHYSICS","0022-3727","1361-6463","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Chemistry & Physics, Pure & Applied"
"JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY","1044-677X","2165-7254","NATL INST STANDARDS & TECHNOLOGY-NIST","INFORMATION SERVICE OFFICE, GAITHERSBURG, USA, MD, 20899","English","Technology R&D Management"
"JOURNAL OF RUSSIAN LASER RESEARCH","1071-2836","1573-8760","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Optics & Laser Research & Technology"
"JOURNAL OF SEMICONDUCTOR TECHNOLOGY AND SCIENCE","1598-1657","2233-4866","IEEK PUBLICATION CENTER","RM #907 SCIENCE & TECHNOLOGY NEW BLDG, 635-4 YUCKSAM-DONG, SEOUL, SOUTH KOREA, KANGNAM-KU, 135-703","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF SYSTEMS AND SOFTWARE","0164-1212","1873-1228","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Computer Science, Technology & Applications"
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A","0734-2101","1520-8559","A V S AMER INST PHYSICS","STE 1 NO 1, 2 HUNTINGTON QUADRANGLE, MELVILLE, USA, NY, 11747-4502","English","Semiconductors & Solid State Materials Technology"
"JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B","2166-2746","2166-2754","A V S AMER INST PHYSICS","STE 1 NO 1, 2 HUNTINGTON QUADRANGLE, MELVILLE, USA, NY, 11747-4502","English","Semiconductors & Solid State Materials Technology"
"LASER AND PARTICLE BEAMS","0263-0346","1469-803X","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Optics & Laser Research & Technology"
"LASER FOCUS WORLD","1043-8092","1043-8092","PENNWELL PUBL CO","98 SPIT BROOK RD, NASHUA, USA, NH, 03062-2801","English","Optics & Laser Research & Technology"
"LASER PHYSICS","1054-660X","1555-6611","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Optics & Laser Research & Technology"
"LASERS IN ENGINEERING","0898-1507","1029-029X","OLD CITY PUBLISHING INC","628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123","English","Optics & Laser Research & Technology"
"MACHINE VISION AND APPLICATIONS","0932-8092","1432-1769","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Computer Science, Technology & Applications"
"MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING","1369-8001","1873-4081","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Semiconductors & Solid State Materials Technology"
"MEASUREMENT","0263-2241","1873-412X","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Electronics & Electrical Engineering"
"MICROELECTRONIC ENGINEERING","0167-9317","1873-5568","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Electronics & Electrical Engineering"
"MICROELECTRONICS JOURNAL","0026-2692","1879-2391","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Electronics & Electrical Engineering"
"MICROELECTRONICS RELIABILITY","0026-2714","","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Electronics & Electrical Engineering"
"MICROWAVE AND OPTICAL TECHNOLOGY LETTERS","0895-2477","1098-2760","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Optics & Laser Research & Technology"
"MICROWAVE JOURNAL","0192-6225","","HORIZON HOUSE PUBLICATIONS INC","685 CANTON ST, NORWOOD, USA, MA, 02062","English","Signal Processing/Circuits & Systems"
"MIT TECHNOLOGY REVIEW","1099-274X","","TECHNOL REV","1 MAIN ST, 13 FLR, CAMBRIDGE, USA, MA, 02142","English","Technology R&D Management"
"MOBILE INFORMATION SYSTEMS","1574-017X","1875-905X","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Telecommunications Technology"
"OPTICA APPLICATA","0078-5466","1899-7015","WROCLAW UNIV SCIENCE TECHNOLOGY","WYBRZEZE WYSPIANSKIEGO 27, WROCLAW, POLAND, 50-370","Multi-Language","Optics & Laser Research & Technology"
"OPTICAL AND QUANTUM ELECTRONICS","0306-8919","1572-817X","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","Multi-Language","Optics & Laser Research & Technology"
"OPTICAL ENGINEERING","0091-3286","1560-2303","SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS","1000 20TH ST, PO BOX 10, BELLINGHAM, USA, WA, 98225","English","Optics & Laser Research & Technology"
"OPTICAL FIBER TECHNOLOGY","1068-5200","1095-9912","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Optics & Laser Research & Technology"
"OPTICAL SWITCHING AND NETWORKING","1573-4277","1872-9770","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Telecommunications Technology"
"OPTICS AND LASERS IN ENGINEERING","0143-8166","1873-0302","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","Multi-Language","Optics & Laser Research & Technology"
"OPTICS AND LASER TECHNOLOGY","0030-3992","1879-2545","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Optics & Laser Research & Technology"
"OPTICS AND SPECTROSCOPY","0030-400X","1562-6911","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Optics & Laser Research & Technology"
"OPTICS COMMUNICATIONS","0030-4018","1873-0310","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Optics & Laser Research & Technology"
"OPTICS LETTERS","0146-9592","1539-4794","OPTICAL SOC AMER","2010 MASSACHUSETTS AVE NW, WASHINGTON, USA, DC, 20036","English","Optics & Laser Research & Technology"
"OPTO-ELECTRONICS REVIEW","1230-3402","1896-3757","POLISH ACAD SCIENCES","DEFILAD SQ 1, WARSAW, Poland,  , 00-910","English","Electronics & Electrical Engineering"
"PHYSICAL COMMUNICATION","1874-4907","1874-4907","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Telecommunications Technology"
"PHYSICAL REVIEW A","2469-9926","2469-9934","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Chemistry & Physics, Pure & Applied"
"PHYSICAL REVIEW B","2469-9950","2469-9969","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Semiconductors & Solid State Materials Technology"
"PHYSICAL REVIEW C","2469-9985","2469-9993","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Chemistry & Physics, Pure & Applied"
"PHYSICAL REVIEW D","2470-0010","2470-0029","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Chemistry & Physics, Pure & Applied"
"PHYSICAL REVIEW E","2470-0045","2470-0053","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Chemistry & Physics, Pure & Applied"
"PHYSICAL REVIEW LETTERS","0031-9007","1079-7114","AMER PHYSICAL SOC","ONE PHYSICS ELLIPSE, COLLEGE PK, USA, MD, 20740-3844","English","Chemistry & Physics, Pure & Applied"
"PLASMA CHEMISTRY AND PLASMA PROCESSING","0272-4324","1572-8986","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Chemistry & Physics, Pure & Applied"
"PLASMA PHYSICS AND CONTROLLED FUSION","0741-3335","1361-6587","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","Multi-Language","Chemistry & Physics, Pure & Applied"
"PLASMA PHYSICS REPORTS","1063-780X","1562-6938","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Chemistry & Physics, Pure & Applied"
"PLASMA SOURCES SCIENCE & TECHNOLOGY","0963-0252","1361-6595","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Chemistry & Physics, Pure & Applied"
"R & D MANAGEMENT","0033-6807","1467-9310","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Technology R&D Management"
"RESEARCH-TECHNOLOGY MANAGEMENT","0895-6308","1930-0166","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Technology R&D Management"
"SEMICONDUCTORS","1063-7826","1090-6479","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Semiconductors & Solid State Materials Technology"
"SEMICONDUCTOR SCIENCE AND TECHNOLOGY","0268-1242","1361-6641","IOP PUBLISHING LTD","TEMPLE CIRCUS, TEMPLE WAY, BRISTOL, ENGLAND, BS1 6BE","English","Semiconductors & Solid State Materials Technology"
"SIMULATION MODELLING PRACTICE AND THEORY","1569-190X","1878-1462","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","English","Computer Science, Technology & Applications"
"SOLID STATE COMMUNICATIONS","0038-1098","1879-2766","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","Multi-Language","Semiconductors & Solid State Materials Technology"
"SOLID-STATE ELECTRONICS","0038-1101","1879-2405","PERGAMON-ELSEVIER SCIENCE LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB","English","Semiconductors & Solid State Materials Technology"
"SOLID STATE IONICS","0167-2738","1872-7689","ELSEVIER","RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX","Multi-Language","Semiconductors & Solid State Materials Technology"
"SOLID STATE NUCLEAR MAGNETIC RESONANCE","0926-2040","1527-3326","ACADEMIC PRESS INC ELSEVIER SCIENCE","525 B ST, STE 1900, SAN DIEGO, USA, CA, 92101-4495","English","Semiconductors & Solid State Materials Technology"
"TELECOMMUNICATIONS POLICY","0308-5961","1879-3258","ELSEVIER SCI LTD","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB","English","Telecommunications Technology"
"TELECOMMUNICATION SYSTEMS","1018-4864","1572-9451","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Telecommunications Technology"
"TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES","2161-3915","2161-3915","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Telecommunications Technology"
"WIRELESS PERSONAL COMMUNICATIONS","0929-6212","1572-834X","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","English","Telecommunications Technology"
"X-RAY SPECTROMETRY","0049-8246","1097-4539","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","Multi-Language","Chemistry & Physics, Pure & Applied"
